aX,aY,aZ,gX,gY,gZ
0.171,0.132,0.912,-6.592,-4.944,10.193
0.168,0.128,0.900,-5.249,-4.883,9.033
0.172,0.123,0.893,-3.479,-6.409,7.996
0.175,0.116,0.888,-0.916,-8.545,7.385
0.176,0.113,0.885,1.526,-10.864,7.019
0.179,0.111,0.888,3.845,-13.306,6.653
0.188,0.115,0.901,6.042,-15.076,6.592
0.192,0.127,0.922,8.118,-16.846,7.202
0.186,0.135,0.939,8.423,-17.700,8.484
-0.948,-1.032,-0.579,109.619,-45.776,-172.302
-0.858,-1.107,-0.598,149.536,-51.086,-193.542
-0.691,-1.158,-0.548,195.374,-59.082,-211.121
-0.612,-1.281,-0.455,243.591,-67.139,-222.229
-0.554,-1.373,-0.355,291.138,-70.618,-232.117
-0.449,-1.474,-0.211,335.449,-63.660,-247.559
-0.197,-1.559,-0.017,379.028,-44.189,-266.235
0.162,-1.651,0.277,420.898,-17.578,-284.424
0.555,-1.761,0.746,458.923,3.662,-299.927
1.081,-1.807,1.418,488.586,18.250,-308.716
1.584,-1.696,2.369,503.784,16.296,-298.218
1.656,-1.428,3.410,490.967,-8.240,-265.564
1.623,-1.268,4.000,434.326,-28.076,-226.196
1.667,-1.121,4.000,348.877,-35.889,-198.120
1.720,-1.007,4.000,272.034,-38.513,-187.256
1.954,-0.718,4.000,217.224,-27.344,-189.331
1.729,-0.548,4.000,167.114,-4.089,-184.387
2.028,-0.168,4.000,110.474,31.616,-182.983
2.004,0.091,4.000,47.363,48.401,-160.034
1.739,0.268,4.000,-26.062,42.908,-125.305
1.444,0.364,3.954,-96.497,43.823,-103.394
1.230,0.364,3.454,-149.170,68.665,-94.360
1.229,0.351,3.042,-183.655,104.126,-98.755
1.269,0.311,2.738,-208.008,127.380,-91.064
1.210,0.246,2.505,-225.525,131.287,-70.068
1.144,0.163,2.342,-238.831,122.375,-46.143
1.069,0.127,2.229,-250.610,107.422,-26.123
0.987,0.095,2.100,-264.282,92.163,-10.254
0.931,0.083,1.952,-280.640,81.909,1.526
0.922,0.099,1.776,-297.485,73.975,10.803
0.906,0.099,1.605,-313.477,66.162,19.531
0.847,0.073,1.439,-328.918,59.937,27.954
0.726,0.022,1.240,-343.994,59.204,36.194
0.609,-0.047,1.007,-357.178,68.115,40.771
0.540,-0.116,0.783,-365.784,83.557,42.908
0.496,-0.187,0.575,-368.164,96.619,46.692
0.474,-0.225,0.373,-366.760,102.051,51.636
0.451,-0.240,0.203,-362.976,94.666,57.068
0.459,-0.258,0.062,-357.727,76.111,62.622
0.482,-0.261,-0.059,-355.164,50.903,68.604
0.479,-0.265,-0.159,-355.286,26.733,74.341
0.477,-0.297,-0.258,-358.154,10.071,78.857
0.443,-0.336,-0.363,-363.586,2.258,82.764
0.402,-0.398,-0.500,-369.690,2.075,85.205
0.356,-0.476,-0.679,-375.549,6.775,86.792
0.283,-0.555,-0.905,-377.441,13.489,87.646
0.229,-0.619,-1.204,-369.751,20.813,86.548
0.201,-0.656,-1.526,-348.694,26.428,83.740
0.140,-0.693,-1.781,-309.021,29.175,80.078
0.119,-0.693,-1.974,-255.737,29.602,72.388
0.126,-0.691,-2.064,-191.528,29.602,58.350
0.173,-0.697,-2.093,-125.610,29.663,41.321
0.231,-0.671,-2.079,-65.063,31.128,25.391
0.306,-0.627,-2.079,-10.742,38.330,12.756
0.411,-0.608,-2.043,40.588,49.744,5.066
0.497,-0.628,-1.947,92.346,65.674,2.625
0.566,-0.695,-1.812,141.296,85.388,3.601
0.613,-0.795,-1.670,184.753,106.201,7.446
0.641,-0.922,-1.543,226.135,126.282,13.550
0.662,-1.027,-1.446,265.991,143.005,20.081
0.679,-1.160,-1.380,305.481,153.320,26.123
0.699,-1.316,-1.310,348.267,158.508,30.273
0.712,-1.490,-1.177,397.522,160.767,32.043
0.737,-1.658,-0.953,453.125,164.551,30.334
0.855,-1.849,-0.650,509.399,171.936,25.024
1.082,-2.055,-0.229,561.951,179.199,21.545
1.403,-2.218,0.340,608.459,184.509,24.963
1.822,-2.324,1.161,644.226,185.974,40.649
2.119,-2.188,2.286,666.199,167.419,70.740
1.743,-1.833,3.477,663.574,115.173,118.530
0.932,-1.466,4.000,606.140,53.711,161.987
0.361,-1.075,4.000,478.943,17.456,173.889
0.136,-0.926,4.000,350.220,4.578,145.752
0.256,-0.765,3.998,288.208,1.526,99.487
0.376,-0.494,3.880,263.367,-3.906,64.941
0.592,-0.246,3.727,232.056,-2.502,51.453
0.580,-0.097,3.629,191.833,-4.944,61.279
0.248,-0.042,3.512,148.621,-16.907,81.299
-0.148,-0.022,3.327,105.774,-22.766,91.675
-0.466,0.076,3.124,68.176,-16.602,83.313
-0.503,0.168,2.891,43.823,4.456,64.026
-0.540,0.042,2.626,28.687,32.288,51.453
-0.478,-0.076,2.500,14.648,47.485,33.508
-0.520,0.122,2.290,-2.380,20.691,19.043
-0.563,0.157,2.134,-17.395,-3.357,19.958
-0.498,0.084,1.843,-30.090,-2.808,16.357
-0.415,0.036,1.524,-50.537,3.967,2.625
-0.271,0.017,1.215,-71.350,16.296,-14.221
-0.127,0.010,0.956,-81.543,29.663,-27.649
0.007,0.004,0.747,-81.787,38.208,-32.471
0.112,0.005,0.598,-73.975,39.551,-29.968
0.182,0.013,0.511,-59.448,34.241,-22.705
0.228,0.018,0.474,-42.053,25.024,-13.733
0.244,0.027,0.479,-26.245,14.221,-6.226
0.252,0.041,0.506,-11.292,5.615,-2.197
0.257,0.065,0.551,1.038,-1.465,-1.160
0.275,0.100,0.610,9.521,-7.263,-1.404
0.288,0.141,0.682,15.808,-11.658,-0.610
0.299,0.168,0.752,20.569,-14.526,0.854
0.312,0.188,0.809,22.278,-15.869,2.563
0.331,0.219,0.852,22.217,-17.212,4.578
0.320,0.248,0.880,22.339,-19.165,10.254
0.318,0.199,0.914,22.583,-18.921,15.503
0.298,0.216,0.932,18.982,-22.644,11.658
0.282,0.243,0.935,11.597,-31.555,8.118
0.294,0.250,0.928,5.615,-32.715,7.751
0.328,0.226,0.907,5.554,-26.917,8.240
0.366,0.211,0.883,6.226,-23.132,5.798
0.393,0.211,0.872,5.981,-23.621,4.395
0.403,0.211,0.874,6.897,-24.353,6.714
0.406,0.213,0.887,10.132,-24.353,10.315
0.408,0.216,0.903,14.160,-24.597,14.587
0.399,0.212,0.920,18.555,-25.635,19.836
0.375,0.198,0.928,21.973,-28.198,24.353
0.346,0.175,0.936,24.902,-33.569,27.405
0.305,0.176,0.942,26.367,-41.382,30.457
0.264,0.168,0.956,27.039,-48.645,34.973
0.201,0.165,0.974,27.344,-54.443,38.757
0.126,0.160,0.984,28.381,-57.922,41.260
-0.510,-1.188,-1.340,22.522,-96.497,-69.336
-0.490,-1.316,-1.549,89.844,-97.107,-84.229
-0.464,-1.434,-1.618,177.246,-93.262,-101.929
-0.365,-1.594,-1.481,276.672,-83.435,-120.850
-0.187,-1.808,-1.206,375.427,-67.749,-136.658
-0.003,-1.981,-0.922,460.937,-47.607,-145.508
0.140,-2.174,-0.557,536.377,-25.146,-142.578
0.184,-2.327,-0.132,605.896,-5.737,-132.141
0.162,-2.514,0.424,669.922,6.470,-119.934
0.335,-2.834,1.341,728.516,13.672,-110.901
0.665,-2.916,2.814,778.015,13.000,-107.849
0.819,-2.787,4.000,795.471,-9.399,-98.022
0.677,-2.121,4.000,731.323,-44.434,-85.083
0.157,-1.215,4.000,565.613,-74.585,-86.975
-0.039,-0.803,4.000,386.719,-59.692,-111.755
0.037,-0.623,4.000,258.301,9.094,-151.306
0.256,-0.291,4.000,162.354,95.337,-186.462
0.219,-0.050,4.000,85.815,170.776,-199.646
0.425,0.548,4.000,22.217,222.778,-203.491
0.411,0.613,4.000,-24.963,245.605,-182.129
0.378,0.599,4.000,-86.914,202.087,-157.471
0.152,0.285,3.545,-151.733,131.592,-151.672
0.086,0.221,2.830,-203.369,75.684,-158.081
0.348,0.295,2.512,-214.478,39.490,-166.260
0.603,0.184,2.544,-191.162,11.719,-152.954
0.678,0.250,2.540,-204.651,-1.648,-133.057
0.624,0.241,2.483,-233.887,9.766,-112.488
0.536,0.162,2.294,-267.944,36.072,-96.313
0.435,0.056,2.001,-303.345,54.321,-88.989
0.365,0.005,1.700,-327.820,54.138,-88.318
0.345,-0.031,1.448,-341.797,41.626,-88.867
0.379,-0.087,1.226,-352.966,30.029,-87.646
0.435,-0.149,1.013,-364.136,24.170,-84.290
0.470,-0.188,0.827,-376.099,21.973,-78.796
0.484,-0.215,0.647,-384.766,21.362,-71.655
0.487,-0.258,0.475,-392.395,22.217,-64.941
0.496,-0.300,0.299,-401.672,26.733,-60.059
0.551,-0.335,0.122,-411.255,35.461,-55.786
0.578,-0.390,-0.037,-419.678,45.044,-50.110
0.556,-0.460,-0.191,-427.795,57.251,-44.922
0.540,-0.549,-0.382,-437.134,71.228,-41.016
0.567,-0.636,-0.595,-447.449,84.534,-38.025
0.568,-0.741,-0.825,-451.843,91.309,-33.020
0.553,-0.870,-1.144,-450.317,89.844,-27.710
0.547,-1.009,-1.600,-442.322,80.322,-22.583
0.583,-1.209,-2.193,-425.110,63.477,-17.273
0.667,-1.291,-2.849,-383.179,45.898,-15.808
0.809,-1.238,-3.344,-302.246,33.081,-17.151
0.952,-1.175,-3.549,-189.514,26.855,-15.015
1.069,-1.098,-3.578,-69.458,34.912,-7.446
1.147,-1.093,-3.356,46.692,59.937,5.859
1.173,-1.195,-2.928,154.846,96.680,24.719
1.177,-1.309,-2.472,248.657,135.925,44.067
1.204,-1.495,-1.984,325.256,173.218,61.340
1.220,-1.664,-1.593,384.827,205.200,76.965
1.265,-1.849,-1.301,434.753,233.521,88.928
1.278,-2.052,-1.051,484.192,256.165,101.379
1.251,-2.308,-0.790,539.124,269.226,114.807
1.231,-2.609,-0.498,597.290,270.569,126.953
1.294,-2.973,-0.077,657.471,263.367,136.169
1.538,-3.311,0.597,717.773,255.249,143.860
1.960,-3.493,1.742,765.503,239.929,159.180
1.764,-3.189,2.993,786.621,195.557,194.092
0.927,-2.868,3.995,768.494,138.000,237.549
0.332,-2.412,4.000,682.373,112.488,248.230
0.099,-1.910,4.000,544.128,115.662,215.820
0.147,-1.589,4.000,434.753,128.906,164.124
0.190,-1.361,4.000,365.540,126.160,125.610
0.137,-1.072,4.000,302.124,104.004,107.300
0.022,-0.785,4.000,240.479,75.073,97.229
-0.183,-0.543,3.991,182.190,55.664,85.144
-0.191,-0.374,3.632,124.146,54.993,63.782
-0.097,-0.299,3.255,72.449,61.829,41.992
-0.297,-0.535,3.163,38.635,47.119,25.879
-0.292,-0.595,3.190,41.931,-2.625,21.179
-0.355,-0.238,3.201,39.307,-62.256,34.363
-0.469,-0.212,2.860,-8.240,-66.284,27.710
-0.382,-0.174,2.195,-78.857,-29.724,5.737
-0.281,-0.219,1.608,-126.160,12.207,-9.705
-0.113,-0.313,1.089,-136.902,60.181,-20.874
0.044,-0.331,0.734,-124.390,84.473,-23.682
0.156,-0.307,0.538,-99.487,78.674,-17.944
0.189,-0.259,0.483,-68.909,52.063,-8.606
0.176,-0.203,0.518,-39.429,19.104,-0.488
0.159,-0.166,0.598,-17.273,-8.728,5.676
0.170,-0.123,0.687,-4.028,-25.574,5.798
0.235,-0.070,0.757,2.136,-32.166,-0.793
0.313,-0.016,0.808,2.258,-30.334,-6.653
0.387,0.024,0.824,-2.014,-21.240,-9.705
0.432,0.048,0.803,-7.996,-8.240,-9.521
0.435,0.056,0.758,-13.489,4.211,-8.118
0.410,0.058,0.711,-16.785,14.160,-6.653
0.380,0.054,0.667,-17.212,21.118,-5.676
0.371,0.059,0.634,-14.709,25.574,-5.127
0.348,0.096,0.614,-8.667,26.367,-2.808
0.382,0.043,0.635,0.916,29.968,1.892
0.401,0.039,0.674,10.010,27.588,1.343
0.421,0.062,0.750,14.404,15.686,1.831
0.457,0.076,0.828,18.738,7.751,5.981
0.510,0.088,0.922,24.780,7.202,12.268
0.557,0.109,1.003,26.978,8.728,16.663
0.580,0.134,1.077,21.729,7.263,21.545
0.552,0.132,1.128,12.207,5.981,28.198
0.495,0.144,1.147,0.671,11.536,31.921
0.439,0.159,1.136,-9.033,25.452,30.640
0.394,0.153,1.078,-14.282,44.189,25.513
0.391,0.102,1.002,-18.494,62.500,18.616
0.416,0.048,0.940,-20.935,70.374,9.583
0.499,0.047,0.920,-19.897,64.758,3.845
0.550,0.125,0.934,-14.648,49.683,3.296
0.557,0.159,0.933,-8.850,33.508,6.653
0.551,0.146,0.891,-7.080,21.179,14.709
0.516,0.145,0.857,-9.399,8.179,25.391
0.464,0.130,0.843,-12.207,-3.113,34.790
0.380,0.101,0.819,-11.292,-9.399,37.720
0.297,0.124,0.814,-8.179,-12.085,36.377
0.259,0.136,0.832,-2.319,-13.367,33.447
0.222,0.122,0.812,0.793,-12.451,25.146
0.199,0.121,0.755,-2.563,-7.690,15.198
