aX,aY,aZ,gX,gY,gZ
0.160,0.188,0.960,7.812,-16.174,12.634
-0.125,-1.744,1.051,484.192,25.391,-226.624
0.289,-1.730,1.948,499.268,22.400,-244.568
0.700,-1.587,2.944,492.737,7.996,-257.141
1.129,-1.318,3.850,455.078,-8.179,-262.390
1.568,-1.044,4.000,394.653,-10.864,-257.263
1.944,-0.753,4.000,323.608,5.493,-242.065
2.153,-0.455,4.000,249.451,33.447,-222.412
2.188,-0.149,4.000,180.237,71.838,-204.285
1.806,0.107,4.000,114.502,112.671,-187.744
1.933,0.401,4.000,54.932,152.527,-184.021
2.224,0.794,4.000,4.822,184.204,-171.082
1.992,1.021,4.000,-51.941,121.277,-136.292
1.647,1.007,3.963,-91.980,59.753,-104.309
1.501,0.940,3.643,-125.549,38.269,-89.111
1.519,0.821,3.286,-164.185,47.363,-81.360
1.535,0.666,2.934,-199.829,68.848,-67.749
1.536,0.534,2.630,-227.722,82.092,-51.025
1.510,0.449,2.361,-248.962,79.712,-34.363
1.450,0.365,2.064,-266.052,66.284,-15.930
1.329,0.312,1.792,-282.471,46.021,0.977
1.235,0.290,1.594,-293.762,33.752,15.930
1.188,0.215,1.435,-300.964,34.302,31.189
1.077,0.143,1.254,-312.500,33.264,46.265
0.910,0.050,1.081,-327.576,29.602,60.974
0.759,-0.055,0.894,-340.942,34.912,72.815
0.677,-0.150,0.670,-354.919,45.898,81.543
0.612,-0.239,0.434,-370.178,54.504,90.881
0.542,-0.310,0.195,-382.935,61.279,100.403
0.476,-0.367,-0.052,-391.174,69.153,109.009
0.406,-0.430,-0.278,-395.813,75.073,115.906
0.341,-0.484,-0.485,-397.278,76.355,120.728
0.274,-0.535,-0.681,-396.057,75.500,124.329
0.200,-0.585,-0.890,-391.235,72.876,126.404
0.128,-0.633,-1.135,-382.324,65.125,128.418
0.047,-0.692,-1.406,-365.479,51.758,129.944
-0.066,-0.766,-1.695,-340.759,36.255,128.357
-0.214,-0.837,-2.012,-309.753,25.574,121.521
-0.322,-0.888,-2.405,-272.217,28.625,106.506
-0.370,-0.903,-2.799,-222.534,42.114,83.801
-0.375,-0.890,-3.075,-152.527,57.861,57.495
-0.313,-0.854,-3.177,-66.772,74.707,31.006
-0.208,-0.866,-3.041,24.902,92.651,7.568
-0.058,-0.939,-2.722,114.624,109.009,-11.047
0.112,-1.010,-2.393,191.650,123.047,-24.658
0.309,-1.111,-2.083,256.470,138.672,-31.616
0.465,-1.227,-1.801,311.646,152.954,-32.959
0.582,-1.347,-1.564,359.619,164.124,-28.992
0.632,-1.498,-1.346,402.222,172.485,-21.606
0.621,-1.719,-1.134,443.542,177.246,-15.625
0.600,-1.941,-0.899,486.084,177.979,-16.052
0.636,-2.113,-0.567,531.250,176.514,-23.376
0.932,-2.294,-0.057,573.547,176.758,-35.828
1.488,-2.318,0.694,602.539,176.331,-49.011
2.039,-2.139,1.651,613.831,157.654,-51.880
1.939,-1.880,2.772,601.196,112.976,-32.837
1.287,-1.693,3.653,546.265,69.763,1.770
0.760,-1.551,3.969,457.397,47.913,28.687
0.587,-1.339,3.991,380.920,39.307,27.893
0.650,-1.056,4.000,342.773,34.363,5.981
0.879,-0.726,4.000,311.035,41.382,-11.963
0.997,-0.389,4.000,264.221,56.335,-15.259
1.076,-0.138,4.000,205.566,83.496,-10.071
1.097,0.041,3.799,138.550,111.755,-3.357
1.013,0.099,3.307,73.914,123.352,4.150
0.927,0.114,2.771,27.649,120.667,12.085
0.791,0.126,2.356,3.357,104.065,18.250
0.815,0.177,1.989,-1.953,81.787,26.550
0.797,0.071,1.800,0.305,59.021,39.368
0.606,0.114,1.756,4.761,2.747,47.119
0.347,0.129,1.950,22.400,-45.349,57.678
0.127,0.086,2.028,34.119,-49.316,64.392
-0.033,0.047,1.812,7.385,-34.302,58.899
-0.058,-0.006,1.434,-29.968,-6.592,44.861
-0.005,-0.040,1.055,-49.500,18.127,27.771
0.069,-0.030,0.775,-52.368,25.269,14.282
0.157,-0.014,0.593,-42.725,15.869,7.141
0.215,-0.013,0.518,-25.330,-2.869,6.104
0.250,-0.016,0.506,-8.423,-19.226,7.385
0.294,-0.003,0.536,5.066,-28.198,8.301
0.354,0.010,0.597,15.442,-31.372,7.263
0.411,0.042,0.665,20.996,-30.273,5.798
0.474,0.076,0.726,21.790,-26.062,5.920
0.504,0.103,0.787,19.836,-21.667,8.362
0.481,0.111,0.839,16.602,-19.775,11.963
0.423,0.124,0.896,14.404,-18.311,14.954
0.370,0.141,0.945,11.963,-16.724,14.465
0.352,0.160,0.977,7.996,-15.808,11.353
0.347,0.214,0.959,2.930,-17.151,8.972
0.387,0.160,0.923,-2.075,-13.672,8.972
0.393,0.156,0.866,-6.653,-19.348,4.822
0.373,0.175,0.868,-11.475,-37.659,2.014
0.388,0.180,0.859,-10.925,-47.058,1.038
0.432,0.164,0.842,-7.202,-45.776,2.014
0.460,0.159,0.837,-5.310,-44.617,1.587
0.486,0.169,0.851,-4.211,-47.424,0.305
0.497,0.183,0.884,-2.808,-50.476,1.160
0.500,0.190,0.926,-0.916,-49.927,4.761
0.480,0.188,0.960,-0.488,-46.387,8.057
0.418,0.177,0.988,-1.648,-42.358,9.521
0.390,0.192,1.011,-3.540,-37.354,7.263
0.391,0.215,1.025,-5.981,-29.236,4.456
0.397,0.212,1.012,-9.705,-19.897,2.625
0.383,0.216,0.977,-14.465,-15.381,1.282
0.361,0.217,0.942,-19.287,-15.747,1.038
0.348,0.214,0.907,-21.179,-14.465,0.732
0.348,0.206,0.878,-20.813,-11.475,0.000
0.354,0.204,0.857,-20.630,-9.399,-0.671
0.361,0.202,0.843,-20.264,-8.911,-0.610
0.363,0.196,0.830,-18.616,-8.545,-0.122
0.366,0.195,0.826,-16.602,-9.216,0.854
0.359,0.193,0.830,-15.076,-10.620,2.319
0.349,0.190,0.830,-13.367,-11.047,3.540
0.342,0.183,0.828,-11.841,-10.132,4.211
0.342,0.178,0.824,-11.108,-8.789,4.517
0.341,0.173,0.822,-9.033,-7.996,5.127
0.331,0.170,0.821,-7.019,-8.179,5.920
0.317,0.164,0.823,-4.639,-8.301,6.775
0.315,0.159,0.823,-2.991,-8.606,7.324
0.311,0.154,0.830,-0.916,-8.789,7.202
1.131,-1.286,1.445,379.211,30.334,-251.038
1.413,-1.126,2.126,381.470,28.442,-251.099
1.724,-0.981,2.701,367.615,24.719,-246.643
1.938,-0.867,3.204,340.942,16.663,-231.689
1.993,-0.763,3.662,311.829,0.854,-210.205
2.001,-0.667,4.000,281.006,-17.273,-187.622
2.037,-0.468,4.000,242.737,-32.227,-167.725
1.599,-0.166,4.000,184.509,-37.109,-154.846
1.997,0.071,4.000,112.793,34.546,-153.015
2.003,0.458,4.000,21.790,88.867,-139.038
1.771,0.538,4.000,-74.280,117.493,-114.319
1.588,0.605,4.000,-139.526,163.391,-101.135
1.571,0.702,3.818,-181.152,200.806,-100.647
1.368,0.468,3.206,-219.543,220.398,-85.571
1.036,0.176,2.443,-258.606,218.262,-52.856
0.993,0.152,2.057,-265.686,185.181,-36.804
1.058,0.212,2.051,-245.239,129.639,-33.875
1.107,0.221,2.001,-239.990,84.961,-26.550
1.106,0.241,1.839,-254.395,63.049,-14.038
1.108,0.216,1.670,-267.700,51.086,-0.977
1.080,0.179,1.520,-281.006,44.373,12.756
0.997,0.144,1.336,-296.326,49.133,25.635
0.901,0.095,1.089,-309.998,64.758,38.147
0.791,0.041,0.862,-319.336,82.397,49.744
0.706,0.005,0.670,-321.106,99.731,58.472
0.675,0.005,0.536,-315.247,111.389,66.284
0.673,0.024,0.503,-304.504,109.009,74.158
0.683,0.043,0.497,-296.021,94.482,81.543
0.681,0.053,0.453,-294.067,75.989,89.294
0.648,0.043,0.364,-299.561,60.547,97.229
0.592,0.013,0.221,-311.523,51.514,105.042
0.545,-0.027,0.038,-327.271,51.392,112.305
0.487,-0.086,-0.121,-341.187,57.556,118.530
0.382,-0.171,-0.265,-353.577,69.702,122.986
0.256,-0.248,-0.431,-365.906,88.989,124.695
0.200,-0.327,-0.640,-374.817,111.511,121.216
0.093,-0.370,-0.829,-376.282,132.019,114.319
0.087,-0.423,-1.139,-373.291,146.423,105.896
0.132,-0.429,-1.494,-358.521,146.301,101.807
0.224,-0.397,-1.841,-324.219,131.775,105.225
0.285,-0.352,-2.069,-270.142,100.952,115.051
0.269,-0.335,-2.108,-203.491,58.044,126.587
0.199,-0.340,-2.015,-137.390,19.226,135.010
0.110,-0.376,-1.891,-81.482,-3.296,135.986
0.002,-0.442,-1.827,-39.429,-7.690,129.639
-0.079,-0.509,-1.863,-8.057,1.526,119.019
-0.153,-0.566,-1.947,24.780,17.517,105.469
-0.189,-0.610,-2.031,66.772,32.410,88.867
-0.192,-0.649,-2.057,121.704,43.884,70.557
-0.159,-0.687,-1.937,185.242,52.185,52.612
-0.108,-0.751,-1.717,245.117,60.303,39.185
-0.044,-0.844,-1.467,293.518,73.120,28.870
0.023,-0.953,-1.216,331.970,92.529,18.066
0.090,-1.045,-0.979,362.427,115.417,7.080
0.128,-1.142,-0.768,387.207,137.878,-2.441
0.140,-1.234,-0.578,410.461,156.494,-9.827
0.133,-1.323,-0.389,435.669,166.687,-18.188
0.185,-1.404,-0.149,462.097,167.358,-28.748
0.345,-1.449,0.151,486.633,160.645,-41.443
0.579,-1.467,0.570,505.066,149.902,-55.786
0.866,-1.414,1.038,512.512,136.047,-69.580
1.010,-1.282,1.540,507.507,119.629,-77.087
1.079,-1.147,1.937,483.582,108.337,-75.684
1.063,-1.030,2.095,439.880,103.516,-62.744
0.973,-0.966,2.120,397.217,95.703,-44.006
0.970,-0.978,2.203,371.216,83.984,-32.043
1.112,-0.888,2.495,358.765,69.092,-29.358
1.222,-0.701,2.976,348.328,46.875,-28.442
1.334,-0.443,3.395,323.181,25.818,-26.611
1.420,-0.241,3.542,275.024,20.996,-18.066
1.386,-0.156,3.387,207.642,19.592,-6.165
1.347,-0.221,3.017,142.151,26.794,5.005
1.250,-0.238,2.712,107.056,34.790,18.860
0.953,-0.223,2.567,101.196,30.090,36.072
0.761,-0.134,2.556,107.361,20.569,50.903
0.437,-0.221,2.539,108.154,12.024,64.880
0.238,-0.194,2.536,100.769,6.409,57.312
0.149,-0.112,2.422,87.646,2.075,47.913
0.151,-0.069,2.272,76.660,16.602,39.551
0.184,-0.019,2.102,61.157,31.616,24.414
0.205,-0.001,1.885,33.569,40.100,13.000
0.237,-0.011,1.634,4.028,44.189,4.639
0.296,-0.024,1.380,-20.569,42.969,-2.136
0.366,-0.043,1.106,-38.513,38.025,-6.531
0.426,-0.070,0.852,-47.668,29.541,-7.751
0.461,-0.086,0.664,-46.204,18.005,-5.798
0.453,-0.082,0.565,-35.034,5.310,-1.953
0.432,-0.067,0.552,-18.921,-4.761,2.747
0.426,-0.037,0.618,-3.540,-11.292,6.714
0.415,-0.001,0.742,7.568,-14.832,9.766
0.387,0.020,0.839,11.719,-16.968,12.451
0.358,0.036,0.901,9.094,-16.846,13.000
0.336,0.043,0.922,2.991,-15.686,11.597
0.326,0.046,0.915,-2.930,-13.977,8.728
0.355,0.070,0.895,-7.263,-13.550,5.615
0.356,0.072,0.861,-9.644,-12.451,5.615
0.403,0.072,0.818,-10.742,-7.874,1.770
0.410,0.090,0.810,-14.221,-16.724,-1.099
0.411,0.132,0.812,-17.944,-27.466,-0.977
0.434,0.141,0.809,-16.785,-26.672,0.732
0.475,0.114,0.785,-16.113,-19.897,1.709
0.509,0.112,0.781,-18.372,-17.029,0.732
0.524,0.128,0.817,-19.592,-18.066,1.709
0.515,0.133,0.849,-19.104,-18.799,5.188
0.500,0.126,0.854,-19.470,-17.090,7.996
0.483,0.119,0.849,-20.264,-14.404,9.155
0.460,0.117,0.843,-20.264,-12.146,8.972
0.447,0.126,0.835,-18.188,-9.460,7.751
0.427,0.144,0.833,-14.771,-6.897,6.592
0.432,0.144,0.839,-10.681,-3.052,4.089
0.433,0.153,0.852,-7.935,-2.869,0.488
0.444,0.174,0.892,-5.981,-6.531,-1.709
0.444,0.187,0.932,-3.784,-9.766,-1.404
0.444,0.185,0.951,-2.686,-11.475,-0.793
0.445,0.184,0.951,-3.540,-12.756,-0.854
0.454,0.184,0.946,-4.700,-14.648,-0.793
0.447,0.187,0.947,-6.165,-17.761,0.183
0.432,0.187,0.943,-7.629,-20.569,1.648
0.412,0.180,0.929,-9.216,-21.606,3.296
1.572,-1.905,1.788,500.610,-61.646,-341.919
1.809,-1.596,2.948,501.038,-96.497,-332.581
1.993,-1.311,3.783,452.087,-107.056,-313.904
2.418,-1.148,3.991,373.718,-89.233,-294.373
2.776,-0.988,3.948,306.824,-79.956,-273.132
3.437,-0.961,4.000,268.738,-85.815,-241.699
3.112,-0.588,4.000,228.271,-159.729,-195.679
2.397,-0.184,4.000,174.438,-216.064,-143.188
1.925,0.253,4.000,119.873,-185.547,-112.610
1.728,0.624,4.000,73.486,-62.256,-96.619
2.070,0.581,4.000,36.194,106.689,-97.534
2.167,0.783,4.000,-33.447,201.965,-101.746
2.071,0.679,3.604,-107.849,247.925,-83.069
1.737,0.418,2.924,-165.100,247.498,-51.941
1.462,0.162,2.293,-198.547,216.248,-18.982
1.388,-0.055,1.889,-201.538,176.697,5.066
1.307,-0.120,1.708,-193.604,126.953,23.315
1.167,-0.043,1.705,-186.340,75.562,34.241
1.256,0.067,1.745,-183.411,47.302,35.156
1.320,0.202,1.787,-192.200,34.485,36.987
1.315,0.262,1.780,-210.022,42.175,46.326
1.269,0.238,1.677,-232.971,69.763,60.730
1.195,0.161,1.502,-261.230,98.694,76.477
1.161,0.087,1.339,-286.438,116.760,91.858
1.078,0.042,1.182,-304.749,119.812,106.873
0.978,-0.022,1.009,-319.092,114.868,120.178
0.898,-0.065,0.835,-329.468,109.802,130.432
0.886,-0.116,0.640,-335.510,106.628,138.916
0.794,-0.141,0.489,-340.576,106.323,147.461
0.755,-0.180,0.283,-347.412,111.877,155.396
0.681,-0.211,0.091,-355.164,116.211,165.100
0.573,-0.244,-0.068,-361.023,116.516,175.537
0.441,-0.287,-0.205,-368.591,115.173,184.753
0.298,-0.356,-0.357,-378.784,115.601,192.200
0.164,-0.427,-0.520,-387.329,116.150,197.998
0.060,-0.494,-0.703,-391.663,110.596,200.806
-0.028,-0.565,-0.916,-390.869,94.482,201.904
-0.138,-0.627,-1.143,-382.385,68.665,201.172
-0.236,-0.659,-1.387,-363.708,40.222,197.876
-0.307,-0.654,-1.625,-333.923,14.404,190.857
-0.329,-0.620,-1.844,-292.664,-4.639,179.626
-0.319,-0.586,-1.996,-236.755,-17.883,164.795
-0.329,-0.581,-2.065,-173.035,-29.480,148.743
-0.350,-0.625,-2.095,-110.596,-37.292,131.470
-0.354,-0.670,-2.100,-56.152,-36.987,113.647
-0.365,-0.714,-2.087,-6.409,-31.738,94.543
-0.358,-0.740,-2.020,40.710,-22.705,74.158
-0.329,-0.752,-1.928,85.327,-11.902,53.772
-0.288,-0.762,-1.814,125.732,1.648,34.851
-0.234,-0.782,-1.697,162.842,16.296,18.555
-0.163,-0.833,-1.584,196.594,31.799,4.089
-0.089,-0.926,-1.474,228.455,48.218,-7.629
-0.012,-1.055,-1.387,261.047,64.636,-17.883
0.044,-1.200,-1.316,297.852,79.224,-27.283
0.095,-1.333,-1.235,338.684,88.318,-37.903
0.155,-1.427,-1.094,383.789,92.590,-51.697
0.275,-1.504,-0.873,429.077,96.130,-68.420
0.457,-1.593,-0.572,468.506,104.919,-85.144
0.696,-1.683,-0.222,495.605,119.446,-99.670
0.986,-1.735,0.187,512.268,135.315,-108.765
1.267,-1.683,0.697,517.822,144.531,-108.398
1.410,-1.559,1.251,516.724,138.184,-95.398
1.380,-1.520,1.780,515.625,115.967,-72.693
1.375,-1.445,2.265,508.423,83.557,-52.246
1.379,-1.243,2.676,488.892,37.109,-38.269
1.491,-1.102,3.030,460.999,-11.108,-23.193
1.520,-0.929,3.467,430.359,-50.232,1.587
1.315,-0.671,3.868,392.883,-73.730,29.541
1.002,-0.479,4.000,338.501,-61.462,47.119
0.857,-0.228,3.896,270.752,-13.306,43.335
0.907,-0.076,3.526,206.238,52.917,26.062
0.963,0.049,3.075,148.193,98.389,12.817
0.927,0.117,2.703,110.046,112.244,11.169
0.861,0.130,2.405,90.332,104.126,16.418
0.708,0.098,2.179,80.383,83.130,26.245
0.627,0.099,2.007,84.167,59.814,39.185
0.448,-0.050,1.990,90.210,37.537,51.575
0.227,0.004,2.004,88.684,9.338,47.241
0.113,-0.006,2.029,82.458,-2.441,48.767
0.115,-0.044,1.986,74.341,16.235,44.495
0.103,-0.038,1.929,51.331,38.757,33.691
0.092,-0.032,1.818,22.339,62.195,22.644
0.127,-0.036,1.640,-3.662,83.313,10.559
0.201,-0.053,1.432,-22.400,91.980,1.770
0.285,-0.067,1.218,-33.325,82.520,-2.075
0.344,-0.072,1.048,-35.217,57.373,-1.099
0.356,-0.074,0.947,-29.053,26.062,2.991
0.348,-0.063,0.900,-18.555,-2.441,7.385
0.327,-0.044,0.888,-8.240,-23.743,10.559
0.311,-0.017,0.894,0.000,-35.339,11.719
0.305,0.010,0.919,4.578,-37.170,10.803
0.312,0.031,0.933,4.456,-32.471,8.362
0.337,0.050,0.924,1.160,-25.024,5.493
0.364,0.060,0.900,-3.662,-17.334,3.479
0.382,0.070,0.867,-8.240,-10.376,1.953
0.388,0.078,0.827,-10.620,-4.272,0.671
0.459,0.109,0.783,-11.597,0.488,-0.183
0.488,0.088,0.744,-9.460,4.822,3.845
0.539,0.084,0.699,-6.958,6.958,2.319
0.515,0.109,0.709,-7.385,-7.263,2.014
0.525,0.137,0.724,-6.104,-18.433,4.456
0.573,0.143,0.733,-1.404,-18.860,7.874
0.598,0.140,0.754,1.282,-17.761,9.644
0.598,0.149,0.784,0.916,-20.691,9.216
0.588,0.160,0.816,-0.854,-24.048,10.193
0.576,0.165,0.828,-2.808,-23.071,12.146
0.567,0.163,0.820,-3.967,-18.433,13.306
0.548,0.158,0.805,-4.883,-14.771,13.428
0.526,0.161,0.797,-5.249,-12.268,12.573
0.516,0.173,0.792,-4.395,-9.277,11.719
0.515,0.177,0.783,-2.747,-5.371,11.536
0.524,0.171,0.771,-1.282,-2.808,10.742
0.523,0.174,0.764,-0.427,-5.554,10.986
0.526,0.172,0.763,1.221,-10.010,12.817
0.535,0.170,0.772,4.028,-12.573,15.564
0.537,0.165,0.782,6.470,-13.916,18.250
0.535,0.164,0.802,8.667,-15.259,20.996
0.522,0.164,0.844,10.986,-17.090,23.987
0.501,0.161,0.885,11.780,-19.165,26.733
0.550,-2.169,1.651,631.165,-90.271,-59.998
0.434,-2.206,2.803,679.932,-98.694,-20.996
0.179,-2.120,4.000,682.922,-94.299,5.371
-0.230,-1.563,4.000,602.722,-58.350,6.409
-0.253,-1.168,4.000,478.699,15.503,-14.404
-0.167,-0.982,4.000,373.657,85.083,-47.058
-0.033,-0.893,4.000,295.166,124.939,-78.247
0.119,-0.730,4.000,233.887,134.338,-96.802
0.101,-0.441,4.000,182.190,119.141,-102.722
-0.056,-0.150,4.000,126.099,102.417,-99.548
-0.457,0.115,4.000,60.364,104.614,-102.051
-0.252,0.164,4.000,-1.404,150.024,-119.324
-0.073,0.261,3.797,-55.115,190.857,-129.150
-0.083,0.295,3.430,-108.398,186.157,-123.413
-0.187,0.194,3.134,-142.090,172.974,-111.877
-0.177,0.121,2.998,-160.339,164.551,-111.755
-0.047,0.126,2.987,-177.063,150.574,-117.554
0.101,0.146,2.970,-202.515,129.700,-121.399
0.218,0.156,2.877,-237.061,109.436,-121.460
0.222,0.153,2.651,-277.527,93.323,-120.972
0.312,0.116,2.325,-317.322,92.834,-123.535
0.415,0.088,1.993,-348.083,103.394,-122.375
0.467,0.051,1.694,-368.286,112.610,-114.685
0.499,-0.008,1.452,-380.859,117.981,-102.295
0.588,-0.058,1.287,-385.742,118.286,-88.745
0.693,-0.032,1.230,-384.094,109.680,-73.547
0.767,-0.023,1.266,-384.216,92.468,-57.007
0.713,-0.040,1.258,-396.790,76.172,-41.260
0.630,-0.115,1.127,-422.363,72.937,-30.029
0.621,-0.234,0.912,-451.477,85.815,-25.879
0.648,-0.379,0.630,-477.234,104.736,-24.109
0.671,-0.529,0.298,-496.460,121.460,-20.508
0.680,-0.636,-0.057,-508.484,131.531,-12.390
0.641,-0.704,-0.405,-510.315,131.836,-1.648
0.560,-0.742,-0.686,-502.747,127.136,9.094
0.495,-0.753,-0.925,-488.770,122.559,17.395
0.442,-0.784,-1.087,-468.689,121.277,21.729
0.386,-0.807,-1.223,-447.571,125.183,22.156
0.395,-0.844,-1.384,-425.537,134.155,19.714
0.405,-0.900,-1.599,-398.376,143.127,18.494
0.412,-0.943,-1.826,-367.432,147.522,19.958
0.407,-0.977,-2.030,-327.637,148.926,24.109
0.385,-1.000,-2.211,-276.001,142.578,27.710
0.331,-1.005,-2.358,-217.712,129.761,28.015
0.280,-1.017,-2.447,-152.893,119.202,24.597
0.248,-1.043,-2.472,-83.557,111.633,18.677
0.240,-1.050,-2.413,-13.977,107.971,10.437
0.238,-1.083,-2.274,52.368,111.328,1.953
0.231,-1.150,-2.108,112.976,122.742,-4.150
0.235,-1.243,-1.976,164.612,135.620,-7.385
0.268,-1.352,-1.864,213.989,142.944,-8.362
0.311,-1.512,-1.746,268.921,140.320,-7.629
0.367,-1.681,-1.649,328.186,129.272,-6.836
0.445,-1.858,-1.569,389.893,118.713,-7.751
0.553,-2.083,-1.466,453.857,112.061,-7.507
0.639,-2.335,-1.260,519.165,108.643,-5.127
0.673,-2.581,-0.952,582.336,109.497,-3.113
0.658,-2.849,-0.548,635.376,116.821,-3.601
0.741,-2.992,-0.027,673.950,131.836,-10.742
0.995,-3.033,0.662,696.777,155.334,-24.963
1.484,-2.941,1.541,696.960,181.152,-34.668
2.183,-2.674,2.532,681.824,190.491,-23.682
2.330,-2.396,3.509,673.889,153.259,27.466
1.509,-2.234,4.000,659.058,64.880,108.887
0.524,-2.082,4.000,593.018,-37.048,165.100
0.016,-1.690,4.000,497.559,-96.863,168.030
-0.183,-1.229,4.000,423.401,-123.474,134.277
0.033,-0.912,4.000,373.901,-111.328,100.037
0.319,-0.732,4.000,328.186,-78.125,87.524
0.429,-0.630,4.000,274.841,-52.307,96.130
0.203,-0.473,4.000,225.647,-33.264,114.014
-0.218,-0.262,4.000,175.964,-18.372,124.512
-0.628,-0.088,3.997,120.178,6.348,117.310
-0.836,0.015,3.708,59.387,37.476,92.407
-0.809,-0.033,3.214,11.169,75.867,57.434
-0.822,-0.241,2.839,-10.864,101.379,31.006
-0.715,-0.057,2.679,-21.912,90.271,11.536
-0.755,0.139,2.456,-35.645,39.612,13.062
-0.625,0.071,2.008,-57.495,5.127,19.287
-0.420,-0.047,1.512,-82.031,-8.789,7.263
-0.211,-0.121,1.118,-101.501,-11.292,-7.080
-0.066,-0.135,0.824,-103.699,-8.179,-17.334
0.111,-0.108,0.658,-92.041,-5.981,-17.944
0.172,-0.125,0.568,-73.853,-7.263,-12.146
0.192,-0.062,0.563,-57.495,-18.250,-7.324
0.208,-0.029,0.580,-43.945,-32.959,-3.662
0.220,0.003,0.594,-31.555,-45.593,-2.136
0.233,0.029,0.624,-21.118,-56.824,-1.465
0.263,0.094,0.670,-15.015,-67.566,-0.916
0.306,0.145,0.727,-10.498,-76.965,2.136
0.302,0.168,0.760,-9.277,-84.656,7.874
0.244,0.177,0.787,-13.428,-90.027,13.123
0.149,0.176,0.782,-18.311,-90.149,14.465
0.069,0.176,0.782,-17.456,-81.726,11.169
0.032,0.163,0.795,-13.550,-65.491,5.798
0.036,0.171,0.833,-9.583,-48.767,1.099
0.033,0.180,0.865,-6.958,-39.307,-1.221
0.007,0.181,0.893,-6.409,-37.048,-1.831
0.041,0.190,0.911,-6.409,-37.537,-2.258
0.050,0.184,0.937,-2.563,-41.626,1.404
0.055,0.185,0.985,0.854,-46.814,3.479
0.088,0.180,1.023,2.197,-52.612,1.526
0.120,0.198,1.053,1.282,-57.007,5.127
0.123,0.201,1.083,0.000,-56.824,13.123
0.059,0.194,1.096,-2.686,-53.528,18.982
-0.032,0.204,1.082,-7.202,-46.265,16.907
-0.086,0.204,1.048,-10.254,-35.461,9.949
-0.097,0.213,1.021,-10.376,-25.696,2.686
-0.082,0.219,0.990,-9.766,-21.118,-1.099
-0.064,0.213,0.968,-9.277,-21.057,-1.892
-0.066,0.206,0.952,-8.911,-24.048,-0.732
-0.060,0.193,0.942,-7.996,-26.550,1.099
-0.069,0.227,0.952,-8.972,-27.832,2.258
-0.072,0.233,0.953,-7.690,-27.832,3.418
-0.061,0.244,0.955,-5.554,-24.719,3.784
-0.057,0.251,0.954,-5.920,-21.423,4.883
-0.061,0.250,0.948,-7.996,-18.188,7.263
-0.092,0.234,0.925,-8.850,-14.832,9.888
-0.117,0.219,0.904,-9.216,-11.841,10.620
0.454,-1.423,1.628,510.010,-39.612,-112.793
0.528,-1.197,2.591,528.259,-33.997,-100.708
0.410,-1.065,3.477,510.620,-23.254,-79.163
0.189,-0.904,4.000,452.026,1.892,-59.509
-0.013,-0.870,4.000,379.333,39.490,-54.749
-0.020,-0.834,4.000,325.134,72.632,-68.054
-0.016,-0.601,4.000,286.682,78.186,-82.703
-0.121,-0.266,4.000,246.338,64.514,-89.600
-0.291,0.131,4.000,187.744,58.228,-95.642
-0.638,0.414,4.000,118.042,62.317,-104.431
-0.990,0.662,4.000,39.246,94.910,-126.221
-0.543,0.626,4.000,-24.841,176.208,-170.959
-0.465,0.641,4.000,-94.238,204.285,-184.204
-0.428,0.533,3.494,-151.367,196.655,-182.556
-0.360,0.408,2.988,-182.129,182.922,-181.274
-0.115,0.414,2.726,-191.528,157.898,-186.401
0.151,0.517,2.630,-200.439,124.817,-190.002
0.332,0.568,2.528,-219.910,96.436,-180.420
0.453,0.535,2.371,-245.056,84.656,-163.574
0.490,0.474,2.158,-272.278,86.731,-146.973
0.465,0.384,1.932,-299.988,95.642,-133.301
0.479,0.319,1.703,-325.378,108.582,-122.681
0.536,0.291,1.497,-345.520,115.967,-110.474
0.542,0.278,1.318,-360.718,109.192,-93.994
0.552,0.232,1.163,-372.742,95.459,-77.087
0.602,0.180,1.026,-382.996,83.252,-64.453
0.670,0.098,0.896,-393.311,75.500,-56.274
0.746,-0.004,0.726,-407.837,74.585,-50.476
0.835,-0.134,0.500,-425.537,81.421,-44.556
0.895,-0.236,0.270,-442.566,92.102,-34.973
0.935,-0.317,0.019,-456.604,104.675,-22.888
0.942,-0.430,-0.210,-465.393,119.202,-8.423
0.885,-0.541,-0.442,-471.191,133.179,6.042
0.825,-0.664,-0.641,-475.403,143.433,17.090
0.744,-0.782,-0.939,-471.069,151.428,27.039
0.679,-0.882,-1.324,-452.271,153.687,36.438
0.633,-0.911,-1.726,-415.710,142.517,48.340
0.556,-0.876,-2.028,-359.985,112.488,65.125
0.443,-0.808,-2.137,-284.546,77.942,78.430
0.330,-0.747,-2.078,-200.562,55.176,83.679
0.225,-0.696,-1.957,-128.052,51.880,82.336
0.122,-0.656,-1.853,-75.989,64.453,74.524
0.044,-0.668,-1.822,-36.743,90.271,60.730
-0.007,-0.744,-1.848,-2.563,122.253,42.786
-0.048,-0.889,-1.925,29.236,150.757,24.292
-0.052,-1.063,-2.035,62.866,170.654,6.836
0.005,-1.198,-2.160,102.539,180.847,-7.996
0.127,-1.287,-2.191,155.334,181.396,-19.836
0.250,-1.373,-2.084,220.825,175.903,-27.344
0.345,-1.466,-1.863,288.757,169.861,-29.968
0.412,-1.540,-1.556,353.760,167.236,-27.710
0.411,-1.669,-1.212,410.278,168.945,-22.949
0.354,-1.816,-0.876,456.299,175.049,-19.531
0.283,-1.972,-0.573,490.662,184.204,-23.865
