aX,aY,aZ,gX,gY,gZ
0.833,0.426,0.128,21.484,9.460,8.789
0.826,0.424,0.135,23.132,8.179,11.108
0.811,0.447,0.140,24.170,7.324,13.306
0.810,0.466,0.142,24.048,7.019,14.465
0.808,0.465,0.135,24.109,6.165,14.832
0.787,0.484,0.133,25.024,4.944,14.893
0.770,0.536,0.161,26.550,3.479,13.794
0.755,0.609,0.212,25.879,2.441,10.071
0.769,0.627,0.248,22.766,1.709,4.761
0.790,0.589,0.263,16.357,1.648,1.526
0.798,0.550,0.255,9.155,3.052,0.427
0.809,0.511,0.241,5.432,4.517,-0.061
0.805,0.481,0.219,4.517,5.005,0.366
0.793,0.462,0.195,5.615,5.188,1.343
0.790,0.444,0.179,8.850,5.005,2.502
0.786,0.445,0.174,12.512,3.723,4.333
0.777,0.464,0.183,15.564,1.709,5.798
0.775,0.474,0.198,18.494,0.061,6.592
0.776,0.481,0.208,20.630,-1.404,7.019
0.771,0.497,0.223,21.362,-3.113,7.385
0.758,0.523,0.236,21.912,-4.089,7.263
0.743,0.555,0.250,22.583,-4.944,5.127
0.754,0.545,0.268,23.071,-5.432,1.221
0.772,0.511,0.273,21.973,-4.883,-1.709
0.780,0.493,0.273,19.348,-3.906,-2.014
0.788,0.479,0.265,16.235,-2.258,-1.343
0.790,0.476,0.251,14.160,-1.038,0.061
0.783,0.475,0.238,12.939,-0.610,1.221
0.781,0.467,0.235,12.756,-0.732,1.953
0.788,0.468,0.243,13.611,-0.854,2.502
0.797,0.476,0.255,14.465,-1.343,3.357
0.788,0.478,0.261,14.893,-0.977,4.211
-1.324,0.016,1.611,73.792,-379.395,-143.250
-1.258,-0.116,2.134,63.110,-370.850,-151.611
-1.014,-0.381,2.779,42.725,-350.037,-155.212
-0.751,-0.586,3.440,17.395,-323.975,-152.344
-0.460,-0.808,3.996,-2.869,-283.569,-140.869
-0.039,-0.809,4.000,-13.611,-224.426,-126.831
0.263,-0.579,4.000,-12.329,-162.598,-115.295
0.402,-0.430,4.000,9.155,-96.375,-116.150
0.536,-0.376,4.000,39.795,-38.208,-125.427
0.658,-0.279,4.000,57.922,2.808,-130.310
0.738,-0.161,3.812,57.983,30.640,-126.831
0.785,0.040,3.575,46.753,49.561,-118.164
0.766,0.263,3.341,26.917,66.528,-107.605
0.665,0.404,3.074,5.493,85.144,-99.915
0.583,0.480,2.835,-12.756,101.318,-95.520
0.488,0.562,2.676,-33.936,114.014,-91.431
0.389,0.682,2.576,-58.472,125.305,-87.341
0.272,0.853,2.476,-83.130,137.207,-84.595
0.149,1.001,2.376,-107.849,148.193,-82.092
0.057,1.087,2.290,-133.423,156.799,-82.275
-0.037,1.113,2.224,-158.142,163.513,-85.388
-0.107,1.092,2.149,-180.969,169.922,-92.590
-0.149,0.982,2.039,-195.862,178.711,-104.919
-0.213,0.827,1.918,-203.735,190.308,-118.835
-0.288,0.704,1.786,-209.229,202.087,-131.226
-0.382,0.570,1.640,-213.562,213.806,-141.785
-0.468,0.427,1.481,-217.651,223.755,-151.672
-0.506,0.286,1.322,-222.656,229.370,-160.461
-0.507,0.130,1.160,-228.638,230.713,-170.105
-0.500,-0.079,0.969,-232.483,229.980,-180.054
-0.482,-0.299,0.759,-231.445,228.760,-187.805
-0.430,-0.485,0.568,-223.999,225.220,-192.627
-0.349,-0.651,0.425,-210.510,218.262,-193.665
-0.266,-0.764,0.301,-194.275,210.876,-189.758
-0.223,-0.847,0.143,-178.101,203.613,-180.542
-0.189,-0.877,-0.020,-165.161,192.993,-166.992
-0.125,-0.889,-0.160,-156.738,178.894,-150.452
-0.057,-0.889,-0.254,-152.588,159.912,-133.179
0.028,-0.896,-0.281,-150.208,138.611,-117.004
0.127,-0.896,-0.264,-144.958,118.835,-102.112
0.213,-0.889,-0.229,-135.864,102.905,-87.891
0.293,-0.883,-0.167,-124.023,90.393,-74.524
0.368,-0.863,-0.094,-111.450,82.275,-61.646
0.425,-0.840,-0.032,-98.633,78.979,-49.744
0.459,-0.796,-0.014,-85.571,80.566,-37.903
0.473,-0.719,-0.038,-72.693,82.520,-26.917
0.486,-0.615,-0.076,-62.073,81.848,-17.273
0.493,-0.506,-0.113,-55.298,77.087,-9.399
0.516,-0.439,-0.136,-50.964,67.810,-4.700
0.574,-0.397,-0.152,-45.715,56.458,-1.587
0.623,-0.365,-0.164,-37.109,47.058,2.380
0.667,-0.316,-0.158,-26.367,38.879,7.019
0.678,-0.211,-0.125,-16.602,30.945,12.817
0.688,-0.096,-0.091,-10.254,24.231,18.066
0.714,-0.014,-0.068,-7.324,17.517,20.813
0.751,0.041,-0.039,-4.395,11.780,22.644
0.789,0.120,0.003,-1.160,7.568,25.330
0.814,0.223,0.042,1.160,5.676,28.687
0.815,0.318,0.058,1.404,4.089,31.494
0.818,0.381,0.057,-1.648,2.075,32.776
0.847,0.407,0.060,-4.028,-0.244,32.166
0.873,0.460,0.088,-4.211,-2.808,31.921
0.876,0.543,0.126,-3.052,-5.310,31.311
0.884,0.601,0.161,-2.441,-6.226,28.503
0.891,0.637,0.174,-4.272,-5.737,25.513
0.896,0.641,0.170,-6.775,-5.371,21.484
0.914,0.627,0.161,-6.836,-5.066,16.724
0.925,0.594,0.165,-4.272,-4.333,12.146
0.943,0.574,0.198,0.549,-3.418,7.629
0.934,0.582,0.225,6.226,-1.343,3.418
0.928,0.573,0.242,12.268,3.296,-1.953
0.936,0.544,0.243,16.663,8.728,-6.653
0.931,0.492,0.224,18.066,13.855,-9.888
0.929,0.459,0.199,18.799,16.846,-12.024
0.920,0.426,0.171,20.569,18.616,-13.306
0.918,0.397,0.143,22.888,19.531,-13.794
0.908,0.380,0.143,24.902,18.982,-13.489
0.906,0.379,0.155,23.987,16.846,-12.268
0.903,0.371,0.160,18.860,14.954,-9.827
0.901,0.350,0.147,12.695,14.526,-6.714
0.893,0.336,0.122,7.629,14.343,-3.662
0.880,0.334,0.098,4.333,13.855,-0.610
0.868,0.344,0.076,2.808,13.184,2.014
0.856,0.355,0.059,2.258,12.024,3.906
0.844,0.363,0.047,2.197,10.254,5.371
0.842,0.367,0.047,2.808,8.118,6.470
0.848,0.370,0.054,4.700,5.859,7.141
0.847,0.366,0.081,6.470,4.089,8.057
0.851,0.391,0.122,8.179,3.113,9.460
0.851,0.423,0.146,9.644,3.479,9.644
0.849,0.440,0.150,12.207,5.310,8.545
0.838,0.457,0.144,14.893,7.446,6.470
0.829,0.470,0.130,17.639,9.094,3.784
0.827,0.469,0.112,18.860,10.193,1.099
0.831,0.465,0.094,19.043,10.620,-0.916
0.828,0.464,0.081,18.555,10.437,-1.953
0.833,0.454,0.073,17.151,9.155,-2.441
0.845,0.448,0.066,14.832,6.653,-1.953
0.849,0.446,0.060,11.963,3.784,-0.732
0.857,0.442,0.069,9.644,0.671,0.854
0.867,0.444,0.093,8.179,-2.991,2.014
0.875,0.452,0.125,7.019,-5.127,2.808
0.879,0.453,0.153,6.714,-5.432,2.686
0.879,0.447,0.162,7.385,-4.089,2.014
0.885,0.439,0.159,8.728,-2.136,0.671
0.877,0.423,0.147,10.742,0.366,-0.732
0.873,0.410,0.132,12.756,2.075,-1.709
0.876,0.407,0.119,14.893,3.113,-2.563
0.881,0.408,0.113,16.785,3.540,-2.930
0.877,0.410,0.103,18.311,3.113,-2.441
0.873,0.417,0.103,17.395,1.648,-1.160
0.870,0.418,0.103,15.747,-0.916,0.122
0.875,0.409,0.116,14.709,-3.784,1.038
0.889,0.405,0.142,14.221,-6.042,1.770
0.885,0.407,0.162,13.062,-7.385,3.113
0.880,0.410,0.173,12.756,-7.263,3.845
0.871,0.411,0.177,13.000,-6.226,4.272
0.863,0.411,0.177,13.306,-5.066,4.333
0.864,0.408,0.182,13.000,-3.967,4.089
-1.571,-0.211,-0.803,68.848,-347.473,-7.874
-1.731,-0.271,-0.463,65.674,-389.526,4.089
-1.772,-0.249,0.037,67.200,-422.363,16.052
-1.869,-0.070,0.629,78.369,-435.181,27.222
-1.812,0.120,1.327,106.323,-425.720,21.912
-1.677,0.294,2.012,139.587,-404.724,2.441
-1.524,0.362,2.523,158.264,-381.897,-22.888
-1.253,0.265,3.231,148.132,-347.046,-41.321
-0.898,0.203,3.804,99.976,-327.698,-44.250
-0.685,0.183,4.000,31.128,-309.509,-31.372
-0.490,0.238,4.000,-17.334,-273.987,-18.555
-0.258,0.450,4.000,-30.884,-222.107,-13.123
-0.006,0.821,4.000,-5.920,-164.734,-21.179
0.217,1.098,4.000,44.312,-107.483,-44.006
0.431,1.275,4.000,89.722,-56.274,-71.228
0.565,1.411,3.775,102.234,-19.104,-90.088
0.546,1.527,3.363,82.153,10.193,-96.924
0.465,1.595,2.919,47.424,32.227,-98.267
0.377,1.618,2.545,13.611,45.898,-98.145
0.239,1.664,2.295,-12.085,53.589,-97.473
0.131,1.730,2.168,-27.405,58.350,-98.572
0.055,1.829,2.132,-38.513,61.768,-101.990
0.016,1.924,2.152,-50.415,66.833,-107.361
-0.050,2.068,2.202,-65.369,75.928,-112.976
-0.192,2.277,2.229,-83.374,90.027,-120.667
-0.393,2.377,2.191,-101.257,107.910,-136.719
-0.540,2.288,2.096,-117.798,126.953,-161.133
-0.647,2.071,1.969,-136.902,144.226,-187.073
-0.708,1.803,1.819,-161.133,157.471,-207.581
-0.785,1.506,1.683,-187.927,167.908,-221.619
-0.855,1.253,1.562,-211.853,175.354,-232.422
-0.915,1.048,1.441,-229.492,179.810,-239.990
-1.021,0.939,1.350,-239.685,182.434,-247.131
-1.112,0.794,1.235,-242.065,184.143,-260.437
-1.162,0.571,1.083,-236.206,188.477,-280.884
-1.190,0.258,0.899,-226.868,193.665,-300.293
-1.146,-0.145,0.700,-219.116,194.763,-314.209
-1.030,-0.533,0.535,-212.952,188.416,-319.397
-0.892,-0.842,0.367,-205.933,177.124,-312.988
-0.706,-1.097,0.208,-198.303,161.316,-296.021
-0.527,-1.269,0.101,-190.613,141.785,-271.301
-0.373,-1.325,0.052,-184.082,119.873,-243.164
-0.191,-1.366,0.092,-176.392,96.802,-215.393
0.004,-1.393,0.200,-167.175,77.393,-188.904
0.195,-1.383,0.324,-152.222,67.139,-164.124
0.348,-1.341,0.390,-132.629,67.810,-141.418
0.447,-1.288,0.374,-110.718,76.111,-120.728
0.504,-1.234,0.282,-94.543,84.717,-100.464
0.526,-1.140,0.150,-85.693,88.745,-80.383
0.540,-1.003,0.035,-82.825,87.097,-60.364
0.561,-0.878,-0.058,-80.994,82.703,-41.260
0.578,-0.734,-0.140,-79.773,76.477,-23.560
0.618,-0.609,-0.215,-77.087,68.787,-7.385
0.637,-0.457,-0.263,-71.838,58.594,7.751
0.629,-0.286,-0.286,-64.697,47.424,21.484
0.613,-0.149,-0.285,-55.176,36.743,30.823
0.614,-0.041,-0.266,-41.504,28.076,35.095
0.633,0.039,-0.246,-26.123,21.118,35.950
0.649,0.121,-0.238,-12.573,16.418,36.560
0.649,0.201,-0.242,-4.211,12.878,38.574
0.649,0.282,-0.248,-1.038,7.751,41.199
0.655,0.363,-0.242,-0.732,0.916,44.067
0.657,0.456,-0.231,-1.038,-6.165,46.631
0.669,0.536,-0.203,-0.305,-12.207,47.363
0.681,0.630,-0.150,3.052,-17.395,45.654
0.679,0.706,-0.110,5.615,-21.973,41.321
0.698,0.740,-0.068,6.470,-23.682,35.278
0.736,0.740,-0.039,7.568,-23.865,29.053
0.775,0.740,-0.005,10.010,-23.987,24.048
0.753,0.782,0.017,10.742,-26.428,21.667
0.752,0.802,0.058,8.972,-26.672,19.653
0.759,0.791,0.093,6.592,-26.245,15.991
0.781,0.756,0.113,5.188,-25.146,11.902
0.791,0.707,0.115,6.165,-21.118,7.874
0.787,0.684,0.114,10.071,-16.296,4.761
0.790,0.690,0.127,12.024,-14.771,1.587
0.795,0.673,0.149,10.620,-13.855,-1.587
0.808,0.647,0.154,8.179,-11.597,-4.211
0.817,0.597,0.137,7.263,-7.141,-6.104
0.825,0.548,0.109,7.996,-3.479,-7.446
0.831,0.529,0.084,10.620,-2.380,-7.629
0.837,0.511,0.076,12.878,-2.930,-6.470
0.845,0.500,0.078,14.893,-3.967,-4.456
0.846,0.490,0.083,16.968,-4.822,-2.502
0.852,0.469,0.090,20.020,-5.371,0.305
0.838,0.457,0.087,23.010,-4.211,3.784
0.810,0.470,0.080,26.550,-3.052,7.019
0.786,0.495,0.082,28.381,-2.747,8.789
0.777,0.548,0.115,28.259,-4.517,9.277
0.789,0.593,0.157,22.522,-6.714,9.705
0.794,0.625,0.190,12.512,-7.324,11.292
0.800,0.644,0.196,2.441,-4.578,13.123
0.792,0.639,0.175,-3.174,-0.061,13.672
0.794,0.627,0.145,-3.845,2.991,11.597
0.777,0.619,0.117,-0.366,5.371,8.789
0.771,0.600,0.089,4.639,7.202,6.897
0.770,0.585,0.070,9.216,7.446,5.310
0.769,0.575,0.060,12.451,6.348,4.761
0.774,0.569,0.057,13.916,4.700,5.554
0.775,0.561,0.048,14.587,3.113,7.324
0.763,0.579,0.047,14.404,1.221,10.681
0.750,0.612,0.057,13.855,-1.343,13.367
0.739,0.640,0.078,13.245,-4.333,14.282
0.716,0.676,0.104,12.512,-6.409,13.367
0.722,0.695,0.136,12.024,-7.568,10.437
0.734,0.679,0.161,10.925,-7.996,6.348
0.747,0.645,0.169,8.850,-6.897,3.540
0.750,0.613,0.162,7.568,-4.395,1.831
0.752,0.587,0.142,7.690,-1.953,0.732
0.752,0.572,0.123,8.606,-0.183,0.122
0.757,0.553,0.098,9.399,1.221,0.305
0.756,0.536,0.089,10.620,0.610,1.160
0.754,0.542,0.082,11.902,-1.343,1.953
0.757,0.560,0.091,12.329,-3.601,3.479
0.754,0.579,0.103,12.451,-5.371,5.249
0.748,0.599,0.118,12.939,-6.714,6.226
0.738,0.627,0.134,13.245,-7.874,6.104
0.741,0.638,0.150,13.428,-8.667,4.883
0.745,0.637,0.162,13.062,-8.240,3.296
