aX,aY,aZ,gX,gY,gZ
0.926,0.107,0.044,18.860,-16.296,3.662
0.921,0.172,0.089,16.907,-19.104,2.380
0.949,0.212,0.155,10.803,-22.461,0.610
0.976,0.219,0.226,2.258,-24.658,0.366
0.972,0.222,0.282,-6.897,-23.376,1.221
0.952,0.216,0.315,-11.536,-19.714,0.671
0.938,0.207,0.325,-10.864,-14.648,-2.930
0.943,0.204,0.304,-6.531,-8.606,-8.240
0.985,0.186,0.260,0.854,-3.662,-15.808
1.021,0.166,0.212,9.460,0.427,-23.804
1.026,0.132,0.158,17.151,4.639,-30.090
1.022,0.085,0.121,23.804,7.568,-34.119
1.020,0.036,0.091,28.320,8.850,-35.950
1.006,-0.014,0.084,32.227,8.667,-36.316
0.999,-0.061,0.083,36.865,8.179,-35.339
0.990,-0.096,0.084,42.908,8.179,-33.630
0.987,-0.112,0.066,47.913,7.690,-32.104
1.001,-0.115,0.047,50.537,6.958,-30.457
1.020,-0.100,0.028,50.232,5.493,-28.870
-1.851,0.109,1.271,69.763,-481.201,14.771
-1.849,0.252,1.829,62.256,-478.088,12.024
-1.743,0.334,2.424,48.828,-467.163,7.324
-1.675,0.251,3.013,27.466,-453.003,4.272
-1.600,0.170,3.552,-7.568,-424.316,6.104
-1.395,0.108,3.969,-52.979,-379.639,13.977
-1.183,0.144,4.000,-94.727,-331.726,29.053
-0.998,0.475,4.000,-114.624,-281.067,41.077
-0.859,0.873,4.000,-90.942,-223.389,36.194
-0.716,1.175,4.000,-29.602,-153.381,12.878
-0.537,1.372,4.000,44.006,-81.909,-23.010
-0.408,1.418,3.974,106.262,-16.296,-59.998
-0.366,1.455,3.579,130.432,32.043,-84.045
-0.382,1.546,3.197,116.211,64.880,-97.656
-0.440,1.565,2.911,83.313,86.609,-109.619
-0.499,1.479,2.729,45.837,98.999,-122.253
-0.530,1.351,2.667,11.597,108.643,-132.812
-0.536,1.308,2.629,-16.968,120.605,-140.320
-0.553,1.314,2.569,-36.316,140.808,-148.254
-0.614,1.359,2.451,-45.044,165.588,-158.936
-0.684,1.367,2.299,-44.189,191.589,-175.049
-0.785,1.370,2.123,-41.138,216.736,-196.045
-0.854,1.333,1.913,-40.894,242.981,-213.745
-0.902,1.243,1.723,-47.974,262.512,-225.464
-0.934,1.083,1.554,-62.073,270.264,-234.619
-0.953,0.891,1.428,-79.651,271.179,-242.187
-0.956,0.712,1.341,-98.389,269.470,-246.216
-0.963,0.555,1.284,-117.126,267.334,-249.268
-0.951,0.464,1.252,-131.714,271.057,-251.099
-0.989,0.389,1.182,-140.198,278.870,-252.686
-1.018,0.333,1.121,-142.151,286.072,-255.920
-0.999,0.251,1.047,-139.893,291.138,-263.245
-1.032,0.202,0.974,-132.996,299.438,-274.475
-1.032,0.024,0.736,-119.385,307.800,-286.682
-1.029,-0.224,0.494,-101.501,313.782,-300.659
-0.954,-0.486,0.251,-86.243,312.683,-308.594
-0.834,-0.777,0.030,-80.750,304.321,-305.969
-0.677,-1.049,-0.186,-79.773,290.588,-291.199
-0.543,-1.241,-0.362,-80.505,271.240,-266.357
-0.404,-1.405,-0.514,-84.778,248.169,-237.183
-0.245,-1.531,-0.599,-89.417,222.412,-207.275
-0.071,-1.616,-0.622,-89.905,193.909,-178.101
0.086,-1.689,-0.619,-84.595,169.006,-150.208
0.236,-1.730,-0.605,-72.815,151.245,-123.108
0.340,-1.704,-0.581,-55.420,138.123,-96.069
0.401,-1.612,-0.575,-37.537,127.747,-70.923
0.438,-1.490,-0.611,-23.621,118.103,-47.302
0.479,-1.374,-0.646,-18.127,105.042,-23.560
0.508,-1.197,-0.630,-21.545,87.219,1.099
0.545,-0.952,-0.577,-29.419,66.772,25.330
0.553,-0.695,-0.520,-34.973,45.898,45.349
0.573,-0.487,-0.443,-36.255,25.146,58.167
0.610,-0.318,-0.323,-32.043,4.517,63.599
0.639,-0.161,-0.181,-23.437,-12.512,64.941
0.661,-0.025,-0.050,-12.024,-22.644,63.293
0.692,0.058,0.048,2.380,-27.161,58.594
0.737,0.145,0.118,14.954,-29.602,53.711
0.767,0.258,0.161,20.142,-31.311,51.147
0.795,0.362,0.198,18.311,-34.607,49.866
0.824,0.451,0.237,11.536,-40.039,48.279
0.853,0.490,0.288,4.822,-43.701,44.983
0.883,0.506,0.344,2.197,-43.457,39.795
0.902,0.510,0.376,4.883,-38.696,32.104
0.917,0.474,0.367,11.780,-29.663,22.217
0.936,0.396,0.325,19.287,-19.714,12.756
0.934,0.346,0.282,23.132,-12.451,6.714
0.939,0.310,0.240,21.362,-8.545,3.601
0.944,0.272,0.209,17.090,-7.751,2.625
0.957,0.243,0.190,13.489,-8.301,3.174
0.964,0.221,0.172,11.353,-8.972,4.639
0.963,0.237,0.177,10.803,-8.606,6.958
0.936,0.313,0.217,11.108,-10.681,7.507
0.935,0.341,0.257,9.888,-11.292,4.517
0.965,0.304,0.283,7.568,-8.179,-0.366
0.969,0.255,0.274,5.432,-5.310,-3.601
0.974,0.207,0.235,3.906,-1.160,-4.211
0.960,0.182,0.199,2.380,1.404,-3.174
0.952,0.169,0.174,1.099,0.854,-0.854
0.959,0.152,0.169,0.061,-1.770,1.770
0.967,0.130,0.171,-0.366,-4.272,4.761
0.948,0.132,0.182,1.221,-6.470,7.812
0.940,0.155,0.209,2.563,-9.583,9.644
0.953,0.134,0.255,4.150,-13.123,9.277
0.962,0.113,0.303,4.700,-15.076,9.277
0.968,0.125,0.340,5.554,-14.221,9.949
0.955,0.148,0.351,6.348,-11.658,10.498
0.957,0.157,0.345,6.653,-8.789,10.498
0.958,0.163,0.329,4.883,-7.263,11.047
0.961,0.174,0.310,1.892,-6.287,12.512
0.962,0.189,0.287,-0.244,-5.554,14.343
0.958,0.198,0.270,-1.465,-5.249,16.113
0.951,0.205,0.259,-1.343,-5.737,17.822
0.941,0.220,0.253,-0.671,-7.202,20.203
0.919,0.251,0.252,0.305,-9.094,22.339
0.898,0.284,0.256,2.014,-11.475,23.132
0.889,0.315,0.273,1.831,-12.451,23.132
0.885,0.359,0.306,-1.221,-13.428,23.071
0.889,0.392,0.344,-4.761,-13.977,21.790
0.897,0.393,0.368,-7.385,-12.573,18.494
0.905,0.370,0.374,-9.705,-9.888,14.587
0.915,0.349,0.359,-10.986,-6.470,11.536
0.912,0.338,0.338,-11.536,-3.723,9.155
0.898,0.329,0.313,-11.536,-1.953,7.446
0.889,0.318,0.285,-10.620,-0.061,5.554
0.878,0.302,0.256,-8.972,1.160,4.578
0.865,0.286,0.240,-7.507,0.671,3.967
0.864,0.280,0.237,-5.859,-1.404,3.235
0.869,0.278,0.243,-4.211,-3.845,2.686
0.868,0.277,0.255,-2.869,-4.944,2.075
0.880,0.266,0.268,-1.221,-4.150,1.465
0.874,0.248,0.280,0.488,-3.479,0.854
0.874,0.236,0.299,3.052,-3.296,-0.122
0.880,0.243,0.321,5.066,-2.686,-1.099
0.884,0.250,0.333,5.859,-1.343,-1.831
0.884,0.258,0.336,4.761,0.427,-2.014
0.885,0.259,0.330,3.601,2.747,-1.953
0.889,0.256,0.317,3.357,4.272,-2.136
0.885,0.236,0.297,3.784,5.371,-2.258
0.885,0.232,0.279,5.188,5.493,-2.380
-1.357,-0.428,1.554,87.830,-388.306,-143.982
-1.230,-0.518,2.234,63.904,-381.287,-137.085
-1.114,-0.460,2.786,30.640,-355.835,-127.563
-1.031,-0.614,3.152,7.324,-313.538,-121.277
-0.942,-0.945,3.464,-2.441,-266.968,-114.868
-0.742,-1.292,3.835,-4.883,-227.112,-103.882
-0.467,-1.489,4.000,0.916,-185.364,-85.144
-0.323,-1.334,4.000,20.142,-136.414,-65.002
-0.255,-1.058,4.000,61.951,-82.825,-55.176
-0.129,-0.820,3.849,115.723,-33.875,-59.753
-0.009,-0.612,3.517,160.645,6.592,-67.566
0.108,-0.373,3.199,183.228,38.818,-72.327
0.180,-0.142,2.863,186.157,65.369,-72.327
0.166,0.063,2.599,173.767,84.106,-69.824
0.088,0.193,2.475,150.879,97.046,-66.650
0.015,0.330,2.490,116.089,109.924,-61.829
-0.057,0.514,2.590,72.815,121.582,-57.312
-0.156,0.704,2.740,33.386,136.963,-55.786
-0.246,0.831,2.887,3.723,156.738,-58.838
-0.291,0.820,2.896,-18.250,177.368,-65.491
-0.373,0.723,2.804,-38.757,198.914,-72.510
-0.476,0.648,2.707,-60.059,217.224,-78.552
-0.572,0.598,2.601,-81.238,233.337,-85.449
-0.654,0.429,2.545,-95.032,252.014,-94.788
-0.699,0.287,2.515,-103.088,271.179,-103.821
-0.763,0.163,2.385,-104.492,291.870,-113.708
-0.831,0.067,2.172,-99.915,314.453,-122.803
-0.850,-0.045,1.938,-92.407,336.304,-131.165
-0.805,-0.204,1.772,-80.688,355.835,-138.306
-0.786,-0.247,1.633,-72.083,371.155,-140.442
-0.837,-0.263,1.492,-63.904,385.315,-138.306
-0.905,-0.309,1.360,-57.251,397.522,-136.841
-0.949,-0.375,1.189,-49.805,409.851,-137.512
-0.999,-0.409,0.974,-41.077,422.729,-137.573
-1.092,-0.440,0.662,-33.569,430.603,-134.521
-1.121,-0.577,0.339,-32.288,427.368,-127.502
-1.009,-0.747,0.072,-38.086,414.124,-122.620
-0.896,-0.929,-0.152,-46.753,398.010,-117.615
-0.810,-1.067,-0.382,-51.392,385.437,-110.474
-0.700,-1.188,-0.661,-46.814,377.258,-101.990
-0.616,-1.321,-0.963,-36.011,367.126,-90.271
-0.534,-1.408,-1.306,-25.269,348.694,-73.853
-0.410,-1.411,-1.602,-18.616,320.007,-52.673
-0.263,-1.304,-1.775,-20.935,278.870,-30.640
-0.120,-1.137,-1.819,-28.320,226.807,-10.376
0.011,-0.958,-1.727,-32.043,171.570,6.226
0.093,-0.766,-1.533,-29.175,121.338,18.555
0.178,-0.587,-1.307,-23.682,81.177,24.780
0.294,-0.457,-1.020,-16.724,51.514,24.780
0.400,-0.332,-0.733,-16.052,30.090,25.574
0.453,-0.253,-0.520,-21.606,18.616,29.724
0.510,-0.245,-0.375,-28.809,10.742,35.645
0.559,-0.240,-0.251,-35.156,2.319,40.344
0.594,-0.190,-0.138,-40.710,-5.371,44.678
0.644,-0.129,-0.066,-41.260,-10.742,47.546
0.689,-0.063,-0.012,-35.828,-14.648,45.593
0.730,0.001,0.035,-25.940,-18.738,39.673
0.784,0.038,0.073,-15.930,-21.057,32.410
0.839,0.062,0.131,-7.751,-23.865,25.757
0.870,0.103,0.225,-3.662,-27.527,20.752
0.895,0.146,0.307,0.366,-28.503,15.564
0.916,0.162,0.360,5.249,-25.269,8.850
0.939,0.150,0.377,11.108,-19.531,1.221
0.954,0.101,0.367,15.686,-12.451,-4.822
0.971,0.045,0.329,18.066,-5.249,-9.521
0.982,-0.012,0.270,18.860,1.587,-12.451
0.978,-0.068,0.203,18.921,5.981,-12.939
0.978,-0.113,0.145,17.639,7.141,-11.353
0.964,-0.125,0.107,14.771,5.798,-8.057
0.935,-0.109,0.084,12.085,2.380,-4.700
0.925,-0.096,0.070,9.583,-1.831,-3.235
0.927,-0.093,0.079,8.301,-6.104,-2.808
0.941,-0.082,0.111,8.484,-9.399,-2.747
0.950,-0.070,0.137,10.193,-10.132,-2.991
0.943,-0.056,0.152,12.695,-8.972,-3.357
0.937,-0.041,0.157,14.221,-7.202,-3.967
0.943,-0.036,0.172,14.648,-6.287,-4.517
0.952,-0.039,0.193,13.367,-6.042,-5.066
0.956,-0.036,0.202,12.756,-5.371,-5.066
0.953,-0.031,0.201,11.536,-5.310,-4.822
0.960,-0.034,0.198,9.888,-5.981,-4.761
0.969,-0.043,0.205,8.728,-7.019,-5.127
0.977,-0.025,0.229,7.385,-7.812,-5.493
0.988,-0.032,0.248,5.005,-7.629,-6.042
0.987,-0.062,0.239,2.380,-6.653,-5.798
0.988,-0.084,0.214,-0.671,-5.493,-4.944
0.986,-0.098,0.191,-3.418,-5.432,-3.845
0.977,-0.105,0.175,-5.737,-6.897,-2.075
0.973,-0.111,0.165,-7.690,-9.583,0.305
0.984,-0.115,0.171,-8.240,-13.000,1.587
0.989,-0.116,0.193,-7.263,-15.625,2.747
0.982,-0.100,0.217,-5.554,-16.785,4.028
0.973,-0.100,0.231,-3.418,-16.663,4.578
0.968,-0.108,0.235,-0.488,-16.541,4.395
0.969,-0.121,0.237,0.549,-16.724,4.517
0.982,-0.150,0.251,0.916,-17.212,5.432
0.989,-0.140,0.285,1.038,-17.761,7.507
0.991,-0.093,0.333,1.038,-17.273,9.277
0.991,-0.050,0.366,2.075,-14.465,9.277
0.985,-0.033,0.381,2.930,-10.437,7.690
0.987,-0.036,0.379,3.357,-7.263,5.005
0.992,-0.052,0.362,4.150,-4.517,2.197
0.991,-0.078,0.326,6.409,-1.038,0.244
0.978,-0.104,0.279,8.057,2.319,-0.305
0.962,-0.119,0.235,9.460,3.967,0.122
0.947,-0.109,0.207,9.705,2.869,1.099
0.935,-0.096,0.198,8.972,-0.183,2.014
0.930,-0.092,0.227,8.118,-4.150,2.808
0.934,-0.080,0.270,7.996,-7.751,3.174
0.942,-0.073,0.304,8.789,-9.338,3.052
0.950,-0.068,0.324,10.437,-8.972,2.625
0.950,-0.072,0.324,11.841,-7.385,2.441
0.947,-0.077,0.302,11.963,-5.005,2.991
0.944,-0.069,0.270,11.536,-2.625,4.211
0.937,-0.053,0.244,10.193,-2.502,6.226
0.929,-0.027,0.230,7.935,-4.883,8.423
0.916,0.002,0.233,5.432,-7.812,10.071
0.915,0.021,0.245,4.089,-10.681,10.620
0.932,0.029,0.265,2.625,-13.428,10.010
-1.298,0.365,-1.439,84.595,-213.928,-118.652
-1.538,0.200,-1.476,77.393,-270.447,-131.409
-1.745,0.016,-1.325,67.627,-333.740,-140.869
-1.923,-0.101,-0.952,58.167,-394.409,-144.958
-2.115,-0.177,-0.465,55.420,-447.021,-141.785
-2.371,-0.233,0.141,67.322,-481.384,-141.357
-2.427,-0.459,0.929,96.375,-494.141,-152.771
-2.363,-0.740,1.838,121.155,-492.737,-165.771
-2.150,-0.881,2.754,124.023,-472.229,-174.500
-1.894,-0.998,3.499,106.506,-422.058,-171.875
-1.781,-1.247,3.902,72.388,-356.689,-162.292
-1.669,-1.612,4.000,31.982,-294.983,-150.635
-1.370,-1.853,4.000,-5.127,-247.070,-135.376
-1.130,-1.849,4.000,-26.306,-202.209,-108.521
-0.930,-1.553,4.000,-9.338,-140.747,-80.383
-0.746,-1.149,4.000,54.565,-64.270,-65.186
-0.579,-0.822,4.000,137.939,6.897,-66.345
-0.415,-0.557,3.993,205.566,67.444,-71.472
-0.425,-0.223,3.569,236.938,115.784,-70.251
-0.467,0.047,3.152,237.183,149.353,-70.496
-0.518,0.104,2.838,211.792,169.922,-74.219
-0.518,0.076,2.618,161.316,183.472,-76.355
-0.560,0.076,2.443,98.938,194.397,-72.083
-0.597,0.112,2.303,42.236,205.566,-67.627
-0.647,0.123,2.217,3.540,216.064,-64.880
-0.702,0.130,2.142,-17.090,226.074,-63.904
-0.765,0.187,2.077,-28.320,236.389,-65.613
-0.807,0.236,2.023,-36.499,243.408,-68.726
-0.817,0.263,2.026,-44.983,247.559,-71.655
-0.789,0.243,2.051,-52.307,252.563,-75.928
-0.747,0.220,2.063,-56.580,260.620,-81.177
-0.758,0.199,1.985,-60.608,270.203,-86.548
-0.796,0.128,1.846,-65.369,281.982,-91.797
-0.833,0.107,1.728,-75.928,291.504,-97.046
-0.833,0.068,1.634,-85.876,299.927,-104.126
-0.855,-0.000,1.557,-94.543,303.589,-111.328
-0.905,-0.116,1.478,-100.403,304.687,-119.080
-0.935,-0.300,1.391,-101.440,312.378,-127.014
-0.923,-0.499,1.263,-98.816,324.829,-132.629
-0.920,-0.694,1.032,-93.140,336.304,-135.864
-0.916,-0.823,0.759,-82.764,348.877,-136.658
-0.852,-0.870,0.500,-72.083,356.995,-136.230
-0.739,-0.944,0.240,-64.331,355.896,-135.193
-0.659,-0.981,-0.048,-61.279,350.281,-130.188
-0.631,-0.929,-0.408,-62.927,342.773,-119.324
-0.580,-0.907,-0.840,-64.087,331.543,-107.056
-0.497,-0.947,-1.245,-60.547,310.425,-97.473
-0.331,-1.040,-1.553,-56.091,277.222,-89.844
-0.132,-1.141,-1.717,-51.025,233.765,-80.139
0.046,-1.184,-1.704,-46.814,184.509,-66.223
0.199,-1.163,-1.535,-42.358,134.827,-51.208
0.324,-1.050,-1.280,-37.170,92.468,-37.109
0.384,-0.946,-1.014,-28.198,60.547,-24.109
0.420,-0.847,-0.744,-16.479,35.828,-13.611
0.478,-0.725,-0.505,-4.883,19.043,-7.324
0.503,-0.611,-0.295,1.465,7.568,-2.136
0.523,-0.504,-0.111,-3.174,-0.183,3.601
0.541,-0.407,0.034,-17.944,-6.531,8.667
0.559,-0.345,0.142,-35.400,-11.841,12.573
0.570,-0.317,0.228,-50.720,-16.663,15.686
0.574,-0.288,0.299,-61.340,-20.386,19.714
0.569,-0.251,0.348,-64.209,-22.339,23.071
0.573,-0.216,0.369,-58.228,-21.118,24.414
0.591,-0.193,0.373,-45.349,-19.226,24.475
0.624,-0.173,0.375,-29.297,-18.616,24.231
0.652,-0.128,0.391,-14.893,-18.188,24.109
0.665,-0.057,0.411,-2.869,-18.066,23.987
0.663,0.033,0.441,6.287,-18.005,22.827
0.670,0.097,0.496,13.123,-17.822,19.409
0.690,0.118,0.532,17.273,-17.334,14.893
0.696,0.108,0.586,18.066,-16.052,10.925
0.717,0.120,0.649,14.099,-13.611,8.179
0.734,0.118,0.692,7.874,-10.986,5.676
0.741,0.092,0.700,1.465,-8.911,2.930
0.757,0.046,0.692,-3.479,-6.165,0.427
0.779,-0.004,0.667,-6.042,-3.540,-1.770
0.796,-0.053,0.642,-4.944,-2.014,-2.808
0.798,-0.078,0.624,-2.136,-1.282,-2.563
0.785,-0.083,0.606,2.441,-0.427,-1.892
0.766,-0.061,0.591,9.033,0.061,-1.953
0.777,-0.056,0.601,17.151,-0.549,-3.662
0.803,-0.058,0.619,25.146,-1.221,-5.493
0.816,-0.069,0.615,30.457,-0.366,-6.470
0.828,-0.071,0.615,32.593,0.183,-6.470
0.835,-0.071,0.621,31.433,-0.854,-5.737
0.836,-0.060,0.627,27.710,-2.930,-4.700
0.832,-0.058,0.619,22.888,-3.906,-4.150
0.831,-0.074,0.603,16.907,-4.639,-3.296
0.821,-0.092,0.578,11.047,-6.592,-1.831
0.817,-0.116,0.560,5.981,-10.376,-0.122
0.816,-0.121,0.563,2.197,-15.015,1.953
0.797,-0.100,0.581,-0.183,-19.592,4.028
0.782,-0.100,0.594,0.244,-22.217,5.310
0.765,-0.092,0.600,1.404,-23.010,6.226
0.753,-0.096,0.609,3.479,-22.949,7.019
0.742,-0.091,0.630,5.188,-23.254,7.385
0.732,-0.081,0.654,5.310,-23.132,7.629
0.728,-0.075,0.674,3.906,-21.729,7.507
0.729,-0.077,0.671,1.404,-19.287,7.690
0.723,-0.081,0.655,-0.916,-17.151,7.996
0.715,-0.088,0.641,-1.648,-16.479,8.667
0.710,-0.090,0.637,-3.052,-17.761,9.705
0.708,-0.099,0.647,-4.272,-20.325,11.536
0.705,-0.078,0.686,-4.761,-23.743,13.611
0.701,-0.046,0.728,-4.944,-25.330,14.282
0.701,-0.027,0.753,-3.784,-24.353,13.489
0.701,-0.031,0.756,-0.793,-21.057,12.085
0.701,-0.039,0.749,3.601,-16.846,10.803
0.698,-0.038,0.737,9.094,-12.268,9.338
0.696,-0.036,0.721,13.489,-7.629,7.935
0.695,-0.039,0.699,16.052,-4.333,6.042
0.692,-0.039,0.677,16.541,-3.357,4.700
0.685,-0.041,0.664,15.747,-3.357,4.395
0.685,-0.046,0.661,13.062,-5.249,4.272
0.691,-0.063,0.668,10.315,-7.141,4.761
0.697,-0.077,0.683,7.996,-7.935,6.104
0.696,-0.081,0.687,6.958,-7.324,7.935
0.693,-0.089,0.683,7.507,-6.104,9.216
0.692,-0.091,0.684,9.155,-4.517,9.949
-1.500,0.331,-1.243,84.473,-259.888,-115.601
-1.702,0.179,-1.149,89.661,-312.012,-133.301
-1.892,0.037,-0.848,99.976,-366.150,-149.414
-2.001,-0.079,-0.332,110.474,-412.354,-160.034
-2.023,-0.200,0.351,123.596,-439.636,-169.495
-2.043,-0.387,1.077,134.888,-440.369,-177.307
-1.957,-0.560,1.732,141.846,-410.767,-184.570
-1.909,-0.757,2.184,140.442,-365.173,-191.223
-1.830,-1.142,2.492,124.817,-324.036,-198.853
-1.670,-1.733,2.801,91.492,-286.560,-203.247
-1.436,-2.249,3.102,41.687,-250.183,-195.374
-1.160,-2.542,3.421,-3.784,-209.167,-169.128
-1.032,-2.532,3.645,-19.958,-168.274,-131.897
-0.967,-2.300,3.803,2.991,-129.639,-98.145
-0.833,-1.951,3.931,56.641,-89.722,-77.026
-0.669,-1.574,4.000,118.103,-50.537,-67.261
-0.530,-1.181,4.000,164.978,-8.606,-63.538
-0.434,-0.798,3.977,185.669,36.987,-62.622
-0.446,-0.438,3.844,176.025,80.627,-62.195
-0.569,-0.173,3.667,143.799,119.873,-62.927
-0.710,-0.043,3.498,101.990,151.733,-68.115
-0.794,-0.039,3.344,56.030,179.932,-75.500
-0.877,-0.064,3.153,11.536,206.909,-80.994
-0.957,-0.063,2.939,-23.682,234.436,-84.778
-1.034,-0.074,2.709,-45.715,261.658,-89.783
-1.116,-0.095,2.498,-57.434,287.292,-97.473
-1.202,-0.177,2.353,-66.162,309.143,-104.797
-1.300,-0.196,2.330,-78.613,329.041,-109.253
-1.363,-0.084,2.372,-93.018,352.539,-111.633
-1.384,-0.024,2.313,-98.938,380.920,-115.479
-1.427,-0.109,2.122,-98.755,407.166,-121.521
-1.440,-0.222,1.901,-104.614,430.359,-126.465
-1.447,-0.345,1.650,-119.995,450.500,-127.014
-1.498,-0.490,1.375,-142.151,466.980,-122.986
-1.560,-0.668,1.074,-165.405,482.544,-117.798
-1.601,-0.837,0.744,-182.617,496.033,-116.211
-1.596,-1.003,0.363,-190.552,501.221,-121.216
-1.455,-1.174,-0.023,-191.223,497.986,-130.432
-1.272,-1.389,-0.370,-193.909,488.831,-134.399
-1.106,-1.650,-0.670,-201.050,467.957,-132.141
-0.885,-1.783,-0.916,-207.031,436.707,-124.023
-0.675,-1.759,-1.116,-204.956,402.832,-107.544
-0.475,-1.775,-1.293,-189.880,366.577,-86.243
-0.238,-1.747,-1.394,-169.250,323.853,-63.660
-0.017,-1.590,-1.375,-151.794,277.527,-40.161
0.137,-1.355,-1.289,-137.390,232.117,-16.785
0.249,-1.103,-1.158,-125.732,189.331,2.441
0.349,-0.882,-0.985,-117.676,150.696,15.503
0.430,-0.693,-0.809,-113.770,117.981,24.048
0.490,-0.561,-0.630,-111.694,93.933,30.884
0.518,-0.430,-0.465,-107.361,76.660,36.072
0.543,-0.281,-0.349,-98.816,64.697,37.842
0.578,-0.159,-0.288,-84.656,54.565,35.461
0.612,-0.085,-0.264,-67.688,46.631,31.250
0.634,-0.032,-0.271,-51.941,41.687,27.283
0.674,0.011,-0.297,-38.635,35.034,23.437
0.701,0.052,-0.286,-28.931,26.001,22.217
0.713,0.112,-0.254,-25.208,15.503,23.193
0.721,0.142,-0.222,-23.010,5.249,22.217
0.750,0.160,-0.206,-18.860,-2.991,19.714
0.772,0.167,-0.146,-12.573,-11.841,18.250
0.807,0.225,-0.024,-7.141,-21.667,17.517
0.839,0.281,0.121,-4.028,-29.419,14.954
0.865,0.289,0.228,-2.441,-32.776,10.803
0.887,0.259,0.280,-0.793,-31.372,6.104
0.910,0.193,0.320,2.869,-27.344,1.648
0.936,0.156,0.360,6.104,-22.705,-0.549
0.940,0.164,0.402,7.385,-18.311,0.183
0.927,0.192,0.435,5.737,-14.893,1.099
0.919,0.194,0.453,1.953,-12.268,0.427
0.928,0.164,0.451,-0.977,-9.399,-1.160
0.945,0.128,0.435,-1.160,-6.836,-2.869
0.951,0.115,0.413,0.549,-4.639,-3.235
0.948,0.119,0.398,3.113,-3.174,-2.686
0.939,0.127,0.393,5.432,-2.930,-2.441
0.937,0.124,0.399,7.507,-2.747,-2.686
0.938,0.113,0.402,8.606,-1.709,-2.869
0.935,0.090,0.384,9.888,0.488,-2.563
0.926,0.068,0.353,11.169,2.625,-1.465
0.909,0.063,0.328,12.512,3.906,0.122
0.896,0.083,0.305,13.733,4.028,1.160
0.896,0.078,0.278,14.771,3.540,1.770
0.899,0.074,0.254,15.686,1.953,2.747
0.904,0.080,0.235,16.846,-0.427,3.906
0.896,0.093,0.229,17.639,-3.784,5.310
0.897,0.109,0.240,18.433,-7.263,6.592
0.897,0.130,0.268,18.188,-10.925,7.935
0.892,0.154,0.305,17.273,-14.160,9.155
0.890,0.154,0.344,16.785,-15.930,9.155
0.903,0.139,0.392,16.479,-16.113,8.667
0.902,0.147,0.427,16.296,-14.343,8.301
0.894,0.154,0.441,17.151,-10.620,8.301
0.886,0.160,0.434,18.433,-6.714,7.690
0.887,0.148,0.422,19.165,-4.089,6.226
0.889,0.140,0.416,18.066,-3.296,5.920
0.890,0.140,0.418,13.550,-3.235,7.385
0.887,0.130,0.407,6.775,-3.845,9.766
0.893,0.125,0.400,1.343,-4.028,12.024
0.889,0.123,0.397,-1.770,-4.761,13.977
0.874,0.153,0.399,-2.930,-5.188,15.015
0.875,0.178,0.409,-3.113,-5.737,13.916
0.877,0.177,0.414,-1.770,-5.310,11.475
0.875,0.164,0.416,-0.183,-4.333,9.399
0.871,0.163,0.413,2.747,-3.845,7.812
0.867,0.166,0.405,5.920,-2.808,5.981
0.865,0.162,0.387,9.155,-1.465,3.479
0.862,0.151,0.367,12.756,-0.854,1.343
0.863,0.138,0.350,15.320,-0.977,0.183
0.857,0.125,0.344,16.174,-2.136,-0.183
0.861,0.103,0.346,15.625,-3.723,0.183
0.866,0.075,0.350,13.245,-5.432,1.282
0.869,0.049,0.349,10.010,-6.897,3.479
0.869,0.019,0.357,6.897,-7.568,6.897
0.874,0.004,0.369,3.479,-7.935,11.047
0.873,0.007,0.373,0.610,-8.423,15.625
0.865,0.019,0.372,0.183,-8.118,19.775
0.844,0.060,0.367,-0.122,-8.423,23.437
0.812,0.133,0.369,-0.427,-9.521,24.963
0.810,0.174,0.382,-1.038,-11.108,22.278
-1.491,0.114,-0.929,105.408,-338.257,-44.067
-1.664,0.052,-0.674,93.079,-376.404,-41.321
-1.826,-0.025,-0.370,89.417,-405.457,-38.452
-2.005,-0.209,0.087,100.952,-423.401,-40.344
-1.912,-0.278,0.764,120.056,-425.476,-48.462
-1.936,-0.214,1.447,138.977,-416.870,-55.908
-1.801,-0.233,2.278,158.081,-391.724,-70.068
-1.581,-0.166,3.119,156.067,-360.474,-83.618
-1.428,-0.199,3.731,125.610,-325.378,-91.492
-1.236,-0.313,4.000,82.336,-282.227,-94.177
-1.076,-0.461,4.000,41.626,-240.356,-90.637
-0.841,-0.561,4.000,16.052,-197.815,-80.994
-0.576,-0.401,4.000,8.118,-151.550,-69.641
-0.356,-0.133,4.000,27.649,-99.548,-66.162
-0.130,0.158,4.000,68.298,-44.922,-77.393
0.041,0.322,4.000,110.291,5.432,-95.398
0.129,0.477,3.815,132.202,52.002,-107.727
0.130,0.591,3.285,131.714,88.501,-113.708
0.093,0.618,2.813,110.840,110.901,-115.601
0.057,0.546,2.435,73.120,119.019,-110.474
-0.015,0.507,2.145,24.841,119.507,-98.572
-0.104,0.577,1.968,-18.799,117.432,-85.083
-0.173,0.766,1.953,-49.988,113.770,-76.050
-0.231,1.015,2.064,-68.237,114.136,-73.242
-0.315,1.332,2.278,-81.177,121.887,-73.669
-0.518,1.645,2.493,-99.182,132.568,-77.820
-0.649,1.822,2.656,-123.535,143.372,-97.473
-0.658,1.738,2.697,-152.344,153.564,-128.296
-0.682,1.591,2.579,-188.110,169.678,-155.396
